# a, rho_de(8piGrho), cdm_code(8piGrho_a4), cdm_analytic
2.532262781698794707e-01,9.972390952111933991e-08,1.039956470810133151e-08,1.039956470810133151e-08
2.561658916945727116e-01,9.975844524230765654e-08,1.052014337514328078e-08,1.052014337514327913e-08
2.591396301439658489e-01,9.979299292367724931e-08,1.064211483747421209e-08,1.064211483747421043e-08
2.621478896621355914e-01,9.982755256937014905e-08,1.076549493220426681e-08,1.076549493220426681e-08
2.651910709918537945e-01,9.986212418352971005e-08,1.089029966451451237e-08,1.089029966451451402e-08
2.682695795279724793e-01,9.989670777030076892e-08,1.101654520885688678e-08,1.101654520885688678e-08
2.713838253714278559e-01,9.993130333382965783e-08,1.114424791013227264e-08,1.114424791013227264e-08
2.745342233838714563e-01,9.996591087826401919e-08,1.127342428484479951e-08,1.127342428484479951e-08
2.777211932429354824e-01,1.000005304077530704e-07,1.140409102223029033e-08,1.140409102223029033e-08
2.809451594981406397e-01,1.000351619264473257e-07,1.153626498535672433e-08,1.153626498535672433e-08
2.842065516274512316e-01,1.000698054384988084e-07,1.166996321219433410e-08,1.166996321219433410e-08
2.875058040944880045e-01,1.001044609480610371e-07,1.180520291665303566e-08,1.180520291665303566e-08
2.908433564064047960e-01,1.001391284592888938e-07,1.194200148958462230e-08,1.194200148958462395e-08
2.942196531724374231e-01,1.001738079763387029e-07,1.208037649974707353e-08,1.208037649974707188e-08
2.976351441631317485e-01,1.002084995033682316e-07,1.222034569472814693e-08,1.222034569472814693e-08
3.010902843702592535e-01,1.002432030445366895e-07,1.236192700182535270e-08,1.236192700182535436e-08
3.045855340674283873e-01,1.002779186040047554e-07,1.250513852887918430e-08,1.250513852887918595e-08
3.081213588714002416e-01,1.003126461859345508e-07,1.264999856505641544e-08,1.264999856505641544e-08
3.116982298041144905e-01,1.003473857944895601e-07,1.279652558157992161e-08,1.279652558157992161e-08
3.153166233554364761e-01,1.003821374338347767e-07,1.294473823240154839e-08,1.294473823240155004e-08
3.189770215466321557e-01,1.004169011081366763e-07,1.309465535481419211e-08,1.309465535481419376e-08
3.226799119945808481e-01,1.004516768215630448e-07,1.324629596999914685e-08,1.324629596999914851e-08
3.264257879767322179e-01,1.004864645782832430e-07,1.339967928350451102e-08,1.339967928350451102e-08
3.302151484968175454e-01,1.005212643824680083e-07,1.355482468565027090e-08,1.355482468565027090e-08
3.340484983513244410e-01,1.005560762382895471e-07,1.371175175185551508e-08,1.371175175185551508e-08
3.379263481967431093e-01,1.005909001499214817e-07,1.387048024288288955e-08,1.387048024288289121e-08
3.418492146175928781e-01,1.006257361215389435e-07,1.403103010499521273e-08,1.403103010499521439e-08
3.458176201952380957e-01,1.006605841573184403e-07,1.419342147001889541e-08,1.419342147001889541e-08
3.498320935775036111e-01,1.006954442614379222e-07,1.435767465530863832e-08,1.435767465530863832e-08
3.538931695490987739e-01,1.007303164380768616e-07,1.452381016360747983e-08,1.452381016360747983e-08
3.580013891028578366e-01,1.007652006914161074e-07,1.469184868279596167e-08,1.469184868279596332e-08
3.621572995118074734e-01,1.008000970256380169e-07,1.486181108552399551e-08,1.486181108552399551e-08
3.663614544020716290e-01,1.008350054449262977e-07,1.503371842871860945e-08,1.503371842871860945e-08
3.706144138266228016e-01,1.008699259534662587e-07,1.520759195296043413e-08,1.520759195296043744e-08
3.749167443398887523e-01,1.009048585554444793e-07,1.538345308172139297e-08,1.538345308172139297e-08
3.792690190732249667e-01,1.009398032550491140e-07,1.556132342045569020e-08,1.556132342045569020e-08
3.836718178112644706e-01,1.009747600564697730e-07,1.574122475553598547e-08,1.574122475553598547e-08
3.881257270691536032e-01,1.010097289638974165e-07,1.592317905302591407e-08,1.592317905302591407e-08
3.926313401706837403e-01,1.010447099815245267e-07,1.610720845727992824e-08,1.610720845727992824e-08
3.971892573273302363e-01,1.010797031135450681e-07,1.629333528936089732e-08,1.629333528936089732e-08
4.018000857182091323e-01,1.011147083641543686e-07,1.648158204526547119e-08,1.648158204526547119e-08
4.064644395709627878e-01,1.011497257375492909e-07,1.667197139394670169e-08,1.667197139394670169e-08
4.111829402435830394e-01,1.011847552379280878e-07,1.686452617512281471e-08,1.686452617512281802e-08
4.159562163071847118e-01,1.012197968694905339e-07,1.705926939686065165e-08,1.705926939686065165e-08
4.207849036297402479e-01,1.012548506364377670e-07,1.725622423292161414e-08,1.725622423292161414e-08
4.256696454607871161e-01,1.012899165429724867e-07,1.745541401985741963e-08,1.745541401985741963e-08
4.306110925171171555e-01,1.013249945932987557e-07,1.765686225384223457e-08,1.765686225384223457e-08
4.356099030694607910e-01,1.013600847916221589e-07,1.786059258722722235e-08,1.786059258722722566e-08
4.406667430301786093e-01,1.013951871421497102e-07,1.806662882480287472e-08,1.806662882480287472e-08
4.457822860419706212e-01,1.014303016490898665e-07,1.827499491975365194e-08,1.827499491975365525e-08
4.509572135676147009e-01,1.014654283166525402e-07,1.848571496928879824e-08,1.848571496928879494e-08
4.561922149807463578e-01,1.015005671490491529e-07,1.869881320993233570e-08,1.869881320993233570e-08
4.614879876576938877e-01,1.015357181504925021e-07,1.891431401245463415e-08,1.891431401245463084e-08
4.668452370703789489e-01,1.015708813251969210e-07,1.913224187642675697e-08,1.913224187642676028e-08
4.722646768802952200e-01,1.016060566773781851e-07,1.935262142437813074e-08,1.935262142437813074e-08
4.777470290335772973e-01,1.016412442112535128e-07,1.957547739553696180e-08,1.957547739553696180e-08
4.832930238571752080e-01,1.016764439310415912e-07,1.980083463913213466e-08,1.980083463913213466e-08
4.889034001561442522e-01,1.017116558409624974e-07,2.002871810723385462e-08,2.002871810723385462e-08
4.945789053120642209e-01,1.017468799452379229e-07,2.025915284710952939e-08,2.025915284710952939e-08
5.003202953826004773e-01,1.017821162480909094e-07,2.049216399307006790e-08,2.049216399307006459e-08
5.061283352022218907e-01,1.018173647537459808e-07,2.072777675778077470e-08,2.072777675778077801e-08
5.120037984840887235e-01,1.018526254664291167e-07,2.096601642300956650e-08,2.096601642300956981e-08
5.179474679231209633e-01,1.018878983903677791e-07,2.120690832978388679e-08,2.120690832978388679e-08
5.239601353002644180e-01,1.019231835297909522e-07,2.145047786792656671e-08,2.145047786792657002e-08
5.300426015879672326e-01,1.019584808889288905e-07,2.169675046493925875e-08,2.169675046493925875e-08
5.361956770568816477e-01,1.019937904720135692e-07,2.194575157420057452e-08,2.194575157420057452e-08
5.424201813838026576e-01,1.020291122832782604e-07,2.219750666244442315e-08,2.219750666244442315e-08
5.487169437608604428e-01,1.020644463269577052e-07,2.245204119648253823e-08,2.245204119648253823e-08
5.550868030059805669e-01,1.020997926072882068e-07,2.270938062913333488e-08,2.270938062913333488e-08
5.615306076746272579e-01,1.021351511285074575e-07,2.296955038431742205e-08,2.296955038431741874e-08
5.680492161728425415e-01,1.021705218948546457e-07,2.323257584127817944e-08,2.323257584127818275e-08
5.746434968715973257e-01,1.022059049105704153e-07,2.349848231788380988e-08,2.349848231788381319e-08
5.813143282224713104e-01,1.022413001798969057e-07,2.376729505296526309e-08,2.376729505296526309e-08
5.880625988746757127e-01,1.022767077070776992e-07,2.403903918764213372e-08,2.403903918764213372e-08
5.948892077934334610e-01,1.023121274963578468e-07,2.431373974558631393e-08,2.431373974558631724e-08
6.017950643797334020e-01,1.023475595519838690e-07,2.459142161217082487e-08,2.459142161217082487e-08
6.087810885914761716e-01,1.023830038782037683e-07,2.487210951244881623e-08,2.487210951244881623e-08
6.158482110660260522e-01,1.024184604792670427e-07,2.515582798790487757e-08,2.515582798790487757e-08
6.229973732441843604e-01,1.024539293594246199e-07,2.544260137191813497e-08,2.544260137191813497e-08
6.302295274956023485e-01,1.024894105229288698e-07,2.573245376387368825e-08,2.573245376387368825e-08
6.375456372456506093e-01,1.025249039740337111e-07,2.602540900185600250e-08,2.602540900185600250e-08
6.449466771037620783e-01,1.025604097169945710e-07,2.632149063385451273e-08,2.632149063385451273e-08
6.524336329932625134e-01,1.025959277560681741e-07,2.662072188740833872e-08,2.662072188740834203e-08
6.600075022827095461e-01,1.026314580955128857e-07,2.692312563761375462e-08,2.692312563761375462e-08
6.676692939187562903e-01,1.026670007395885008e-07,2.722872437341410409e-08,2.722872437341410409e-08
6.754200285605587162e-01,1.027025556925562171e-07,2.753754016208828477e-08,2.753754016208828146e-08
6.832607387157402234e-01,1.027381229586788470e-07,2.784959461184948904e-08,2.784959461184949235e-08
6.911924688779366166e-01,1.027737025422205529e-07,2.816490883246217552e-08,2.816490883246217883e-08
6.992162756659374701e-01,1.028092944474470192e-07,2.848350339378044487e-08,2.848350339378044818e-08
7.073332279644438669e-01,1.028448986786253994e-07,2.880539828210659618e-08,2.880539828210659618e-08
7.155444070664578327e-01,1.028805152400243822e-07,2.913061285426350503e-08,2.913061285426350503e-08
7.238509068173255567e-01,1.029161441359140724e-07,2.945916578926972296e-08,2.945916578926972627e-08
7.322538337604533876e-01,1.029517853705660307e-07,2.979107503750068236e-08,2.979107503750067905e-08
7.407543072847162513e-01,1.029874389482533795e-07,3.012635776721382901e-08,3.012635776721382901e-08
7.493534597735752589e-01,1.030231048732506573e-07,3.046503030830964126e-08,3.046503030830964126e-08
7.580524367559261512e-01,1.030587831498338983e-07,3.080710809319433071e-08,3.080710809319433071e-08
7.668523970587010075e-01,1.030944737822806187e-07,3.115260559460393139e-08,3.115260559460392477e-08
7.757545129612413159e-01,1.031301767748698306e-07,3.150153626024226782e-08,3.150153626024226782e-08
7.847599703514610558e-01,1.031658921318820017e-07,3.185391244407850312e-08,3.185391244407850312e-08
7.938699688838232182e-01,1.032016198575991349e-07,3.220974533414266240e-08,3.220974533414266240e-08
8.030857221391511924e-01,1.032373599563046628e-07,3.256904487664967872e-08,3.256904487664968534e-08
8.124084577862965562e-01,1.032731124322834734e-07,3.293181969627450800e-08,3.293181969627451462e-08
8.218394177456802563e-01,1.033088772898220433e-07,3.329807701239211800e-08,3.329807701239211800e-08
8.313798583547333809e-01,1.033446545332081987e-07,3.366782255108758002e-08,3.366782255108758663e-08
8.410310505352605048e-01,1.033804441667314071e-07,3.404106045273221442e-08,3.404106045273221442e-08
8.507942799627444819e-01,1.034162461946824993e-07,3.441779317491156352e-08,3.441779317491157014e-08
8.606708472376163321e-01,1.034520606213537750e-07,3.479802139048113161e-08,3.479802139048113161e-08
8.706620680585126504e-01,1.034878874510392016e-07,3.518174388051500602e-08,3.518174388051500602e-08
8.807692733975461818e-01,1.035237266880340036e-07,3.556895742190131606e-08,3.556895742190131606e-08
8.909938096776106597e-01,1.035595783366350602e-07,3.595965666932660812e-08,3.595965666932660812e-08
9.013370389517434411e-01,1.035954424011406135e-07,3.635383403137896006e-08,3.635383403137896006e-08
9.118003390845681455e-01,1.036313188858505073e-07,3.675147954048672730e-08,3.675147954048672730e-08
9.223851039358476056e-01,1.036672077950660012e-07,3.715258071639655169e-08,3.715258071639655169e-08
9.330927435461663366e-01,1.037031091330899035e-07,3.755712242287973903e-08,3.755712242287973903e-08
9.439246843247668384e-01,1.037390229042264387e-07,3.796508671734140048e-08,3.796508671734140048e-08
9.548823692395667084e-01,1.037749491127813531e-07,3.837645269299131459e-08,3.837645269299131459e-08
9.659672580093832117e-01,1.038108877630619152e-07,3.879119631321923403e-08,3.879119631321923403e-08
9.771808272983898425e-01,1.038468388593768491e-07,3.920929023780014272e-08,3.920929023780014934e-08
9.885245709128275271e-01,1.038828024060363880e-07,3.963070364053702234e-08,3.963070364053702234e-08
1.000000000000000000e+00,1.039187784073522604e-07,4.005540201793027080e-08,4.005540201793027080e-08
