# a, rho_de(8piGrho), cdm_code(8piGrho_a4), cdm_analytic
2.745342233838714563e-01,1.080279508364333327e-07,1.071460283484559651e-08,1.071460283484559651e-08
2.777211932429354824e-01,1.079905522665020359e-07,1.083920350890398784e-08,1.083920350890398784e-08
2.809451594981406397e-01,1.079531666437110599e-07,1.096526088058874418e-08,1.096526088058874252e-08
2.842065516274512316e-01,1.079157939635780519e-07,1.109279234090700498e-08,1.109279234090700498e-08
2.875058040944880045e-01,1.078784342216224989e-07,1.122181550529155404e-08,1.122181550529155404e-08
2.908433564064047960e-01,1.078410874133652376e-07,1.135234821726290353e-08,1.135234821726290353e-08
2.942196531724374231e-01,1.078037535343286534e-07,1.148440855218345655e-08,1.148440855218345490e-08
2.976351441631317485e-01,1.077664325800367992e-07,1.161801482110710809e-08,1.161801482110710644e-08
3.010902843702592535e-01,1.077291245460151969e-07,1.175318557472784130e-08,1.175318557472784296e-08
3.045855340674283873e-01,1.076918294277909038e-07,1.188993960743101991e-08,1.188993960743101991e-08
3.081213588714002416e-01,1.076545472208926051e-07,1.202829596145124962e-08,1.202829596145124962e-08
3.116982298041144905e-01,1.076172779208504284e-07,1.216827393114077402e-08,1.216827393114077402e-08
3.153166233554364761e-01,1.075800215231961690e-07,1.230989306735267318e-08,1.230989306735267318e-08
3.189770215466321557e-01,1.075427780234630650e-07,1.245317318194322430e-08,1.245317318194322430e-08
3.226799119945808481e-01,1.075055474171859292e-07,1.259813435239805816e-08,1.259813435239805816e-08
3.264257879767322179e-01,1.074683296999011626e-07,1.274479692658680490e-08,1.274479692658680490e-08
3.302151484968175454e-01,1.074311248671466619e-07,1.289318152765130122e-08,1.289318152765129957e-08
3.340484983513244410e-01,1.073939329144618985e-07,1.304330905903259207e-08,1.304330905903259207e-08
3.379263481967431093e-01,1.073567538373878530e-07,1.319520070964215769e-08,1.319520070964215769e-08
3.418492146175928781e-01,1.073195876314670672e-07,1.334887795918304244e-08,1.334887795918304244e-08
3.458176201952380957e-01,1.072824342922437245e-07,1.350436258362687411e-08,1.350436258362687411e-08
3.498320935775036111e-01,1.072452938152633578e-07,1.366167666085299230e-08,1.366167666085299230e-08
3.538931695490987739e-01,1.072081661960731548e-07,1.382084257645622418e-08,1.382084257645622418e-08
3.580013891028578366e-01,1.071710514302218250e-07,1.398188302972999766e-08,1.398188302972999601e-08
3.621572995118074734e-01,1.071339495132596924e-07,1.414482103983196368e-08,1.414482103983196368e-08
3.663614544020716290e-01,1.070968604407384975e-07,1.430967995213957393e-08,1.430967995213957393e-08
3.706144138266228016e-01,1.070597842082116349e-07,1.447648344480331835e-08,1.447648344480331669e-08
3.749167443398887523e-01,1.070227208112339020e-07,1.464525553550572376e-08,1.464525553550572376e-08
3.792690190732249667e-01,1.069856702453617775e-07,1.481602058843457747e-08,1.481602058843457912e-08
3.836718178112644706e-01,1.069486325061531954e-07,1.498880332147930425e-08,1.498880332147930425e-08
3.881257270691536032e-01,1.069116075891676385e-07,1.516362881365966371e-08,1.516362881365966371e-08
3.926313401706837403e-01,1.068745954899661644e-07,1.534052251279648723e-08,1.534052251279648723e-08
3.971892573273302363e-01,1.068375962041113396e-07,1.551951024343452808e-08,1.551951024343452808e-08
4.018000857182091323e-01,1.068006097271672394e-07,1.570061821502804878e-08,1.570061821502804878e-08
4.064644395709627878e-01,1.067636360546995138e-07,1.588387303040023188e-08,1.588387303040023188e-08
4.111829402435830394e-01,1.067266751822753218e-07,1.606930169448782892e-08,1.606930169448782892e-08
4.159562163071847118e-01,1.066897271054634239e-07,1.625693162338328017e-08,1.625693162338328017e-08
4.207849036297402479e-01,1.066527918198339964e-07,1.644679065368686169e-08,1.644679065368686169e-08
4.256696454607871161e-01,1.066158693209588571e-07,1.663890705218217388e-08,1.663890705218217718e-08
4.306110925171171555e-01,1.065789596044112927e-07,1.683330952584863675e-08,1.683330952584863675e-08
4.356099030694607910e-01,1.065420626657661647e-07,1.703002723222552700e-08,1.703002723222552700e-08
4.406667430301786093e-01,1.065051785005998834e-07,1.722908979014274718e-08,1.722908979014274718e-08
4.457822860419706212e-01,1.064683071044902485e-07,1.743052729083400724e-08,1.743052729083400724e-08
4.509572135676147009e-01,1.064314484730167804e-07,1.763437030944900477e-08,1.763437030944900477e-08
4.561922149807463578e-01,1.063946026017604420e-07,1.784064991698185914e-08,1.784064991698185914e-08
4.614879876576938877e-01,1.063577694863036786e-07,1.804939769263397425e-08,1.804939769263397425e-08
4.668452370703789489e-01,1.063209491222305633e-07,1.826064573663017646e-08,1.826064573663017646e-08
4.722646768802952200e-01,1.062841415051266382e-07,1.847442668350789386e-08,1.847442668350789386e-08
4.777470290335772973e-01,1.062473466305789942e-07,1.869077371590008632e-08,1.869077371590008632e-08
4.832930238571752080e-01,1.062105644941762307e-07,1.890972057883366130e-08,1.890972057883366130e-08
4.889034001561442522e-01,1.061737950915084823e-07,1.913130159456593084e-08,1.913130159456592753e-08
4.945789053120642209e-01,1.061370384181673794e-07,1.935555167798280040e-08,1.935555167798280040e-08
5.003202953826004773e-01,1.061002944697461669e-07,1.958250635258351140e-08,1.958250635258351140e-08
5.061283352022218907e-01,1.060635632418395985e-07,1.981220176707784481e-08,1.981220176707784481e-08
5.120037984840887235e-01,1.060268447300437910e-07,2.004467471262301672e-08,2.004467471262301341e-08
5.179474679231209633e-01,1.059901389299566083e-07,2.027996264072841288e-08,2.027996264072841288e-08
5.239601353002644180e-01,1.059534458371772909e-07,2.051810368185806682e-08,2.051810368185806682e-08
5.300426015879672326e-01,1.059167654473066803e-07,2.075913666476186738e-08,2.075913666476186738e-08
5.361956770568816477e-01,1.058800977559471405e-07,2.100310113656804056e-08,2.100310113656804056e-08
5.424201813838026576e-01,1.058434427587024511e-07,2.125003738367080657e-08,2.125003738367080657e-08
5.487169437608604428e-01,1.058068004511780202e-07,2.149998645344889360e-08,2.149998645344889360e-08
5.550868030059805669e-01,1.057701708289808038e-07,2.175299017685211139e-08,2.175299017685211139e-08
5.615306076746272579e-01,1.057335538877191612e-07,2.200909119189498793e-08,2.200909119189498793e-08
5.680492161728425415e-01,1.056969496230030662e-07,2.226833296809811362e-08,2.226833296809811362e-08
5.746434968715973257e-01,1.056603580304439485e-07,2.253075983191990846e-08,2.253075983191990846e-08
5.813143282224713104e-01,1.056237791056548655e-07,2.279641699322351642e-08,2.279641699322351973e-08
5.880625988746757127e-01,1.055872128442502381e-07,2.306535057282546020e-08,2.306535057282545689e-08
5.948892077934334610e-01,1.055506592418461545e-07,2.333760763117487317e-08,2.333760763117487317e-08
6.017950643797334020e-01,1.055141182940600399e-07,2.361323619821455077e-08,2.361323619821454746e-08
6.087810885914761716e-01,1.054775899965110927e-07,2.389228530447732327e-08,2.389228530447732327e-08
6.158482110660260522e-01,1.054410743448197689e-07,2.417480501347374693e-08,2.417480501347374693e-08
6.229973732441843604e-01,1.054045713346082315e-07,2.446084645542964463e-08,2.446084645542964463e-08
6.302295274956023485e-01,1.053680809615000334e-07,2.475046186243494569e-08,2.475046186243494900e-08
6.375456372456506093e-01,1.053316032211202891e-07,2.504370460506797440e-08,2.504370460506797771e-08
6.449466771037620783e-01,1.052951381090957014e-07,2.534062923056239067e-08,2.534062923056238736e-08
6.524336329932625134e-01,1.052586856210543229e-07,2.564129150258695746e-08,2.564129150258695746e-08
6.600075022827095461e-01,1.052222457526258871e-07,2.594574844271187664e-08,2.594574844271187664e-08
6.676692939187562903e-01,1.051858184994415039e-07,2.625405837363858119e-08,2.625405837363857788e-08
6.754200285605587162e-01,1.051494038571339113e-07,2.656628096427370343e-08,2.656628096427370343e-08
6.832607387157402234e-01,1.051130018213372631e-07,2.688247727673132373e-08,2.688247727673132703e-08
6.911924688779366166e-01,1.050766123876873147e-07,2.720270981535199797e-08,2.720270981535199797e-08
6.992162756659374701e-01,1.050402355518212642e-07,2.752704257783085079e-08,2.752704257783085079e-08
7.073332279644438669e-01,1.050038713093778182e-07,2.785554110855148818e-08,2.785554110855148488e-08
7.155444070664578327e-01,1.049675196559972188e-07,2.818827255422678445e-08,2.818827255422678445e-08
7.238509068173255567e-01,1.049311805873212565e-07,2.852530572195259475e-08,2.852530572195259475e-08
7.322538337604533876e-01,1.048948540989931644e-07,2.886671113978521883e-08,2.886671113978521883e-08
7.407543072847162513e-01,1.048585401866577241e-07,2.921256111995871243e-08,2.921256111995870912e-08
7.493534597735752589e-01,1.048222388459611597e-07,2.956292982486328124e-08,2.956292982486327793e-08
7.580524367559261512e-01,1.047859500725512836e-07,2.991789333591205062e-08,2.991789333591205062e-08
7.668523970587010075e-01,1.047496738620774038e-07,3.027752972542925803e-08,3.027752972542925803e-08
7.757545129612413159e-01,1.047134102101902707e-07,3.064191913169906625e-08,3.064191913169906625e-08
7.847599703514610558e-01,1.046771591125421833e-07,3.101114383732067042e-08,3.101114383732067042e-08
7.938699688838232182e-01,1.046409205647870553e-07,3.138528835102238984e-08,3.138528835102238322e-08
8.030857221391511924e-01,1.046046945625800709e-07,3.176443949309437717e-08,3.176443949309438379e-08
8.124084577862965562e-01,1.045684811015780554e-07,3.214868648460720761e-08,3.214868648460720761e-08
8.218394177456802563e-01,1.045322801774393826e-07,3.253812104059094921e-08,3.253812104059095583e-08
8.313798583547333809e-01,1.044960917858238425e-07,3.293283746735822282e-08,3.293283746735822282e-08
8.410310505352605048e-01,1.044599159223927602e-07,3.333293276416276047e-08,3.333293276416276047e-08
8.507942799627444819e-01,1.044237525828089698e-07,3.373850672939414280e-08,3.373850672939413618e-08
8.606708472376163321e-01,1.043876017627367610e-07,3.414966207151861431e-08,3.414966207151860770e-08
8.706620680585126504e-01,1.043514634578420118e-07,3.456650452498592046e-08,3.456650452498592046e-08
8.807692733975461818e-01,1.043153376637919767e-07,3.498914297133229473e-08,3.498914297133228812e-08
8.909938096776106597e-01,1.042792243762555777e-07,3.541768956572035847e-08,3.541768956572035847e-08
9.013370389517434411e-01,1.042431235909030867e-07,3.585225986916815705e-08,3.585225986916815705e-08
9.118003390845681455e-01,1.042070353034063109e-07,3.629297298673099145e-08,3.629297298673099145e-08
9.223851039358476056e-01,1.041709595094386326e-07,3.673995171191275368e-08,3.673995171191274706e-08
9.330927435461663366e-01,1.041348962046748235e-07,3.719332267759557113e-08,3.719332267759557113e-08
9.439246843247668384e-01,1.040988453847912438e-07,3.765321651379050794e-08,3.765321651379050794e-08
9.548823692395667084e-01,1.040628070454656695e-07,3.811976801252620650e-08,3.811976801252620650e-08
9.659672580093832117e-01,1.040267811823774121e-07,3.859311630020730063e-08,3.859311630020730063e-08
9.771808272983898425e-01,1.039907677912073183e-07,3.907340501778961288e-08,3.907340501778961288e-08
9.885245709128275271e-01,1.039547668676376639e-07,3.956078250913556582e-08,3.956078250913555921e-08
1.000000000000000000e+00,1.039187784073522604e-07,4.005540201793027080e-08,4.005540201793027080e-08
